2025-02-28 11:16:38 - INFO - Log file cleared: logs/audio_dataset.log
2025-02-28 11:16:38 - INFO - Application started - logs cleared
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split
2025-02-28 11:16:39 - DEBUG - Directory already exists: audio_split/backup
2025-02-28 11:16:39 - INFO - Found 1 audio files in audio
2025-02-28 11:16:50 - INFO - Starting audio optimization process for file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Parameters - Chunk lengths: [10, 20, 30], Overlap lengths: [0, 3, 5], Max duration: 300
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio
2025-02-28 11:16:50 - DEBUG - Directory already exists: audio_ai_optimized
2025-02-28 11:16:50 - DEBUG - Validating audio file path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - DEBUG - File exists at specified path: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Using audio file: audio/＂Maduro no va a tener el dinero limpio＂： Antonio de la Cruz_129.481kbps.wav
2025-02-28 11:16:50 - INFO - Audio loaded successfully - Duration: 708.98s, Channels: 2, Sample rate: 44100Hz, Bit depth: 16 bits
2025-02-28 11:16:50 - INFO - Trimming audio to first 300 seconds
2025-02-28 11:16:50 - INFO - Audio standardized to mono 16kHz 16-bit PCM
2025-02-28 11:16:50 - INFO - Processing 9 valid combinations (skipped 0 invalid combinations)
2025-02-28 11:16:50 - INFO - === COMBINATION 1/9 ===
2025-02-28 11:16:50 - INFO - Chunk length: 10s, Overlap length: 0s
2025-02-28 11:16:50 - INFO - Audio length: 300.00s, Calculated 31 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 18/18: Base: 289.00s-300.00s, With padding: 286.00s-300.00s (Padding before: 3.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 18 chunk files for combination: chunk20s_overlap3s
2025-02-28 11:17:58 - INFO - === COMBINATION 8/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 20s, Overlap length: 5s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 20 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/20: Base: 0.00s-20.00s, With padding: 0.00s-25.00s (Padding before: 0.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/20: Base: 15.00s-35.00s, With padding: 10.00s-40.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/20: Base: 30.00s-50.00s, With padding: 25.00s-55.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/20: Base: 45.00s-65.00s, With padding: 40.00s-70.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/20: Base: 60.00s-80.00s, With padding: 55.00s-85.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/20: Base: 75.00s-95.00s, With padding: 70.00s-100.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/20: Base: 90.00s-110.00s, With padding: 85.00s-115.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/20: Base: 105.00s-125.00s, With padding: 100.00s-130.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/20: Base: 120.00s-140.00s, With padding: 115.00s-145.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/20: Base: 135.00s-155.00s, With padding: 130.00s-160.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/20: Base: 150.00s-170.00s, With padding: 145.00s-175.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 12/20: Base: 165.00s-185.00s, With padding: 160.00s-190.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 13/20: Base: 180.00s-200.00s, With padding: 175.00s-205.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 14/20: Base: 195.00s-215.00s, With padding: 190.00s-220.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 15/20: Base: 210.00s-230.00s, With padding: 205.00s-235.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 16/20: Base: 225.00s-245.00s, With padding: 220.00s-250.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 17/20: Base: 240.00s-260.00s, With padding: 235.00s-265.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 18/20: Base: 255.00s-275.00s, With padding: 250.00s-280.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 19/20: Base: 270.00s-290.00s, With padding: 265.00s-295.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 20/20: Base: 285.00s-300.00s, With padding: 280.00s-300.00s (Padding before: 5.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 20 chunk files for combination: chunk20s_overlap5s
2025-02-28 11:17:58 - INFO - === COMBINATION 9/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 20s, Overlap length: 10s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 30 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/30: Base: 0.00s-20.00s, With padding: 0.00s-30.00s (Padding before: 0.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/30: Base: 10.00s-30.00s, With padding: 0.00s-40.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/30: Base: 20.00s-40.00s, With padding: 10.00s-50.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/30: Base: 30.00s-50.00s, With padding: 20.00s-60.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/30: Base: 40.00s-60.00s, With padding: 30.00s-70.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/30: Base: 50.00s-70.00s, With padding: 40.00s-80.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/30: Base: 60.00s-80.00s, With padding: 50.00s-90.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/30: Base: 70.00s-90.00s, With padding: 60.00s-100.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/30: Base: 80.00s-100.00s, With padding: 70.00s-110.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/30: Base: 90.00s-110.00s, With padding: 80.00s-120.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/30: Base: 100.00s-120.00s, With padding: 90.00s-130.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 12/30: Base: 110.00s-130.00s, With padding: 100.00s-140.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 13/30: Base: 120.00s-140.00s, With padding: 110.00s-150.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 14/30: Base: 130.00s-150.00s, With padding: 120.00s-160.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 15/30: Base: 140.00s-160.00s, With padding: 130.00s-170.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 16/30: Base: 150.00s-170.00s, With padding: 140.00s-180.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 17/30: Base: 160.00s-180.00s, With padding: 150.00s-190.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 18/30: Base: 170.00s-190.00s, With padding: 160.00s-200.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 19/30: Base: 180.00s-200.00s, With padding: 170.00s-210.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 20/30: Base: 190.00s-210.00s, With padding: 180.00s-220.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 21/30: Base: 200.00s-220.00s, With padding: 190.00s-230.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 22/30: Base: 210.00s-230.00s, With padding: 200.00s-240.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 23/30: Base: 220.00s-240.00s, With padding: 210.00s-250.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 24/30: Base: 230.00s-250.00s, With padding: 220.00s-260.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 25/30: Base: 240.00s-260.00s, With padding: 230.00s-270.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 26/30: Base: 250.00s-270.00s, With padding: 240.00s-280.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 27/30: Base: 260.00s-280.00s, With padding: 250.00s-290.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 28/30: Base: 270.00s-290.00s, With padding: 260.00s-300.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 29/30: Base: 280.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 10.00s, after: 10.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 30/30: Base: 290.00s-300.00s, With padding: 280.00s-300.00s (Padding before: 10.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 30 chunk files for combination: chunk20s_overlap10s
2025-02-28 11:17:58 - INFO - === COMBINATION 10/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 20s, Overlap length: 15s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 58 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/58: Base: 0.00s-20.00s, With padding: 0.00s-35.00s (Padding before: 0.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/58: Base: 5.00s-25.00s, With padding: 0.00s-40.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/58: Base: 10.00s-30.00s, With padding: 0.00s-45.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/58: Base: 15.00s-35.00s, With padding: 0.00s-50.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/58: Base: 20.00s-40.00s, With padding: 5.00s-55.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/58: Base: 25.00s-45.00s, With padding: 10.00s-60.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/58: Base: 30.00s-50.00s, With padding: 15.00s-65.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/58: Base: 35.00s-55.00s, With padding: 20.00s-70.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/58: Base: 40.00s-60.00s, With padding: 25.00s-75.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/58: Base: 45.00s-65.00s, With padding: 30.00s-80.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/58: Base: 50.00s-70.00s, With padding: 35.00s-85.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 12/58: Base: 55.00s-75.00s, With padding: 40.00s-90.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 13/58: Base: 60.00s-80.00s, With padding: 45.00s-95.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 14/58: Base: 65.00s-85.00s, With padding: 50.00s-100.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 15/58: Base: 70.00s-90.00s, With padding: 55.00s-105.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 16/58: Base: 75.00s-95.00s, With padding: 60.00s-110.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 17/58: Base: 80.00s-100.00s, With padding: 65.00s-115.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 18/58: Base: 85.00s-105.00s, With padding: 70.00s-120.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 19/58: Base: 90.00s-110.00s, With padding: 75.00s-125.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 20/58: Base: 95.00s-115.00s, With padding: 80.00s-130.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 21/58: Base: 100.00s-120.00s, With padding: 85.00s-135.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 22/58: Base: 105.00s-125.00s, With padding: 90.00s-140.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 23/58: Base: 110.00s-130.00s, With padding: 95.00s-145.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 24/58: Base: 115.00s-135.00s, With padding: 100.00s-150.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 25/58: Base: 120.00s-140.00s, With padding: 105.00s-155.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 26/58: Base: 125.00s-145.00s, With padding: 110.00s-160.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 27/58: Base: 130.00s-150.00s, With padding: 115.00s-165.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 28/58: Base: 135.00s-155.00s, With padding: 120.00s-170.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 29/58: Base: 140.00s-160.00s, With padding: 125.00s-175.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 30/58: Base: 145.00s-165.00s, With padding: 130.00s-180.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 31/58: Base: 150.00s-170.00s, With padding: 135.00s-185.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 32/58: Base: 155.00s-175.00s, With padding: 140.00s-190.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 33/58: Base: 160.00s-180.00s, With padding: 145.00s-195.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 34/58: Base: 165.00s-185.00s, With padding: 150.00s-200.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 35/58: Base: 170.00s-190.00s, With padding: 155.00s-205.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 36/58: Base: 175.00s-195.00s, With padding: 160.00s-210.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 37/58: Base: 180.00s-200.00s, With padding: 165.00s-215.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 38/58: Base: 185.00s-205.00s, With padding: 170.00s-220.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 39/58: Base: 190.00s-210.00s, With padding: 175.00s-225.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 40/58: Base: 195.00s-215.00s, With padding: 180.00s-230.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 41/58: Base: 200.00s-220.00s, With padding: 185.00s-235.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 42/58: Base: 205.00s-225.00s, With padding: 190.00s-240.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 43/58: Base: 210.00s-230.00s, With padding: 195.00s-245.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 44/58: Base: 215.00s-235.00s, With padding: 200.00s-250.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 45/58: Base: 220.00s-240.00s, With padding: 205.00s-255.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 46/58: Base: 225.00s-245.00s, With padding: 210.00s-260.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 47/58: Base: 230.00s-250.00s, With padding: 215.00s-265.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 48/58: Base: 235.00s-255.00s, With padding: 220.00s-270.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 49/58: Base: 240.00s-260.00s, With padding: 225.00s-275.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 50/58: Base: 245.00s-265.00s, With padding: 230.00s-280.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 51/58: Base: 250.00s-270.00s, With padding: 235.00s-285.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 52/58: Base: 255.00s-275.00s, With padding: 240.00s-290.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 53/58: Base: 260.00s-280.00s, With padding: 245.00s-295.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 54/58: Base: 265.00s-285.00s, With padding: 250.00s-300.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 55/58: Base: 270.00s-290.00s, With padding: 255.00s-300.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 56/58: Base: 275.00s-295.00s, With padding: 260.00s-300.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 57/58: Base: 280.00s-300.00s, With padding: 265.00s-300.00s (Padding before: 15.00s, after: 15.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 58/58: Base: 285.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 15.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 58 chunk files for combination: chunk20s_overlap15s
2025-02-28 11:17:58 - INFO - === COMBINATION 11/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 30s, Overlap length: 0s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 11 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/11: Base: 0.00s-30.00s, With padding: 0.00s-30.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/11: Base: 30.00s-60.00s, With padding: 30.00s-60.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/11: Base: 60.00s-90.00s, With padding: 60.00s-90.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/11: Base: 90.00s-120.00s, With padding: 90.00s-120.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/11: Base: 120.00s-150.00s, With padding: 120.00s-150.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/11: Base: 150.00s-180.00s, With padding: 150.00s-180.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/11: Base: 180.00s-210.00s, With padding: 180.00s-210.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/11: Base: 210.00s-240.00s, With padding: 210.00s-240.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/11: Base: 240.00s-270.00s, With padding: 240.00s-270.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/11: Base: 270.00s-300.00s, With padding: 270.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/11: Base: 300.00s-300.00s, With padding: 300.00s-300.00s (Padding before: 0.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 11 chunk files for combination: chunk30s_overlap0s
2025-02-28 11:17:58 - INFO - === COMBINATION 12/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 30s, Overlap length: 1s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 11 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/11: Base: 0.00s-30.00s, With padding: 0.00s-31.00s (Padding before: 0.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/11: Base: 29.00s-59.00s, With padding: 28.00s-60.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/11: Base: 58.00s-88.00s, With padding: 57.00s-89.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/11: Base: 87.00s-117.00s, With padding: 86.00s-118.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/11: Base: 116.00s-146.00s, With padding: 115.00s-147.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/11: Base: 145.00s-175.00s, With padding: 144.00s-176.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/11: Base: 174.00s-204.00s, With padding: 173.00s-205.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/11: Base: 203.00s-233.00s, With padding: 202.00s-234.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/11: Base: 232.00s-262.00s, With padding: 231.00s-263.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/11: Base: 261.00s-291.00s, With padding: 260.00s-292.00s (Padding before: 1.00s, after: 1.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/11: Base: 290.00s-300.00s, With padding: 289.00s-300.00s (Padding before: 1.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 11 chunk files for combination: chunk30s_overlap1s
2025-02-28 11:17:58 - INFO - === COMBINATION 13/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 30s, Overlap length: 3s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 12 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/12: Base: 0.00s-30.00s, With padding: 0.00s-33.00s (Padding before: 0.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/12: Base: 27.00s-57.00s, With padding: 24.00s-60.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/12: Base: 54.00s-84.00s, With padding: 51.00s-87.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/12: Base: 81.00s-111.00s, With padding: 78.00s-114.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/12: Base: 108.00s-138.00s, With padding: 105.00s-141.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/12: Base: 135.00s-165.00s, With padding: 132.00s-168.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/12: Base: 162.00s-192.00s, With padding: 159.00s-195.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/12: Base: 189.00s-219.00s, With padding: 186.00s-222.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 9/12: Base: 216.00s-246.00s, With padding: 213.00s-249.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 10/12: Base: 243.00s-273.00s, With padding: 240.00s-276.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 11/12: Base: 270.00s-300.00s, With padding: 267.00s-300.00s (Padding before: 3.00s, after: 3.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 12/12: Base: 297.00s-300.00s, With padding: 294.00s-300.00s (Padding before: 3.00s, after: 0.00s)
2025-02-28 11:17:58 - INFO - Successfully created 12 chunk files for combination: chunk30s_overlap3s
2025-02-28 11:17:58 - INFO - === COMBINATION 14/22 ===
2025-02-28 11:17:58 - INFO - Chunk length: 30s, Overlap length: 5s
2025-02-28 11:17:58 - INFO - Audio length: 300.00s, Calculated 12 chunks
2025-02-28 11:17:58 - DEBUG - Chunk 1/12: Base: 0.00s-30.00s, With padding: 0.00s-35.00s (Padding before: 0.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 2/12: Base: 25.00s-55.00s, With padding: 20.00s-60.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 3/12: Base: 50.00s-80.00s, With padding: 45.00s-85.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 4/12: Base: 75.00s-105.00s, With padding: 70.00s-110.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 5/12: Base: 100.00s-130.00s, With padding: 95.00s-135.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 6/12: Base: 125.00s-155.00s, With padding: 120.00s-160.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 7/12: Base: 150.00s-180.00s, With padding: 145.00s-185.00s (Padding before: 5.00s, after: 5.00s)
2025-02-28 11:17:58 - DEBUG - Chunk 8/12: Base: 175.00s-205.00s, With padding: 170.00s-210.00s (Padding before: 5.00s, after: 5.00s)
